transaction_amount,hour_of_day,account_age_days,num_txn_last_24h,num_failed_txn_last_24h,distance_from_usual_km,transaction_type,merchant_category,device_type,is_new_payee,risk_label
2222.41,11,2399,1,0,13.75,Merchant,Fuel,iOS,Yes,suspicious
1553.85,13,2413,0,2,5.74,P2P,Groceries,Android,No,fraud
1022.73,11,4085,4,2,0.88,P2P,Travel,Android,No,fraud
340.57,20,4600,4,0,8.89,P2P,Groceries,Android,No,suspicious
1760.44,12,2514,5,0,1.19,BillPay,Groceries,Android,Yes,suspicious
1180.07,21,3065,2,2,1.39,P2P,Electronics,Android,No,fraud
2017.21,18,569,2,0,0.87,Merchant,Groceries,Android,No,suspicious
6845.64,18,2393,6,0,1.22,P2P,Electronics,Android,No,fraud
1372.12,9,4774,1,0,4.34,P2P,Fuel,Android,No,safe
938.12,19,2121,6,0,4.14,BillPay,Electronics,Unknown,No,fraud
2350.66,9,3774,3,0,4.25,Merchant,Fuel,Android,No,suspicious
1967.88,22,2704,1,1,1.23,P2P,Electronics,Android,Yes,fraud
2474.06,10,2549,0,1,5.62,BillPay,Travel,Android,Yes,fraud
4617.18,12,3926,2,0,1.45,Merchant,Travel,Android,No,suspicious
2070.31,12,2603,3,0,3.27,P2P,Fuel,iOS,Yes,suspicious
4919.49,6,1891,1,0,15.51,P2P,Groceries,Android,No,suspicious
14531.83,21,4415,6,1,11.07,Merchant,Jewelry,Android,No,fraud
1348.43,14,3448,1,0,1.81,Merchant,Groceries,Android,No,safe
1946.81,11,238,0,0,4.64,P2P,Fuel,Android,Yes,suspicious
1170.87,21,2182,6,0,1.45,P2P,Electronics,Android,Yes,fraud
327.81,22,449,4,1,7.12,P2P,Fuel,Android,No,suspicious
886.93,23,4427,2,0,0.43,P2P,Fuel,iOS,No,safe
13174.61,15,2264,8,1,0.13,Merchant,Fuel,Android,Yes,fraud
764.82,11,1565,0,0,0.13,BillPay,Electronics,Android,No,suspicious
3840.47,3,3333,3,0,1.62,P2P,Groceries,Android,No,suspicious
1901.0,12,1832,2,0,0.86,P2P,Groceries,Unknown,No,suspicious
808.88,1,3813,2,1,5.02,P2P,Groceries,iOS,No,fraud
687.37,4,2265,1,1,7.75,P2P,Electronics,Android,No,fraud
2663.03,12,3458,2,0,2.24,Merchant,Travel,Android,No,suspicious
4307.81,19,3121,2,0,5.07,P2P,Electronics,Android,No,suspicious
1655.54,22,498,2,0,0.64,Merchant,Travel,Android,No,suspicious
349.17,21,1514,0,2,3.01,Merchant,Travel,Android,No,fraud
211.15,2,4243,2,1,13.58,P2P,Fuel,Android,Yes,fraud
424.26,6,4909,4,2,0.8,Merchant,Fuel,iOS,Yes,fraud
2699.56,7,2918,3,0,4.88,P2P,Travel,Android,Yes,suspicious
939.16,1,2728,5,0,3.92,P2P,Electronics,iOS,No,fraud
3138.57,16,4077,3,0,0.91,P2P,Electronics,iOS,No,suspicious
2295.02,7,3536,2,0,14.24,Merchant,Jewelry,Android,Yes,suspicious
110.29,12,472,1,1,0.67,P2P,Fuel,Android,Yes,suspicious
1657.46,6,4060,2,0,6.41,P2P,Travel,Android,No,suspicious
2593.59,21,4661,2,0,7.27,P2P,Fuel,Android,Yes,suspicious
929.77,17,4942,4,0,0.24,P2P,Travel,Unknown,No,suspicious
863.34,10,4939,1,0,12.69,Merchant,Travel,iOS,No,safe
8091.25,13,773,4,0,5.66,P2P,Fuel,Android,Yes,suspicious
3021.35,10,1487,5,1,9.6,P2P,Fuel,Unknown,No,fraud
228.49,12,3007,6,0,4.4,P2P,Jewelry,Android,Yes,fraud
3496.49,14,4374,2,0,5.39,BillPay,Electronics,Android,No,suspicious
3134.43,23,2712,1,0,4.34,P2P,Fuel,Android,No,suspicious
3989.19,6,4693,2,0,15.49,Merchant,Jewelry,Android,Yes,fraud
1895.19,5,3658,3,0,8.42,P2P,Jewelry,iOS,No,suspicious
905.71,10,4215,3,1,5.07,BillPay,Electronics,Android,No,fraud
2075.94,0,1511,3,0,1.44,P2P,Travel,Android,Yes,suspicious
2178.49,3,1358,2,0,6.49,Merchant,Travel,Android,No,suspicious
2583.12,22,2754,0,0,18.15,Merchant,Travel,iOS,No,safe
2817.49,19,531,2,1,1.95,BillPay,Jewelry,Android,No,fraud
5114.72,23,4178,1,0,11.28,Merchant,Jewelry,iOS,No,suspicious
5821.16,20,575,1,0,0.21,P2P,Electronics,Android,Yes,suspicious
3428.73,9,511,0,0,6.69,P2P,Jewelry,Android,Yes,suspicious
424.89,23,465,3,0,2.42,P2P,Travel,Android,No,safe
825.1,18,225,6,0,0.81,Merchant,Travel,Android,Yes,suspicious
322.11,20,3125,5,0,3.86,Merchant,Travel,Android,Yes,suspicious
749.8,4,1068,1,1,9.18,Merchant,Fuel,iOS,Yes,fraud
2210.79,8,2087,1,0,7.85,P2P,Groceries,Android,Yes,suspicious
835.79,12,4017,4,1,1.39,P2P,Groceries,iOS,Yes,fraud
2341.03,2,1376,3,0,14.79,P2P,Groceries,Android,No,suspicious
738.06,11,4393,1,1,16.18,P2P,Electronics,iOS,No,suspicious
1964.5,13,1718,4,1,3.41,P2P,Travel,Android,No,fraud
1205.65,20,1848,3,0,10.35,P2P,Fuel,Android,No,suspicious
4652.17,6,3413,5,1,3.78,Merchant,Electronics,Android,Yes,fraud
1346.27,17,1330,4,0,10.9,Merchant,Fuel,Android,No,suspicious
2327.4,2,3725,5,0,1.64,P2P,Fuel,iOS,Yes,fraud
1114.35,3,3985,2,0,1.55,P2P,Travel,Android,No,suspicious
6997.17,1,3861,8,1,0.58,Merchant,Travel,Android,No,fraud
1634.83,16,2715,2,0,3.26,Merchant,Electronics,Android,No,suspicious
3482.1,9,4646,3,2,2.09,P2P,Jewelry,Android,No,fraud
2668.27,0,4893,5,0,4.81,P2P,Jewelry,Android,No,fraud
1107.74,18,4190,3,0,2.85,BillPay,Fuel,Android,No,suspicious
2220.9,1,3068,7,1,9.08,P2P,Fuel,Android,No,fraud
3225.13,5,2096,1,0,6.66,P2P,Fuel,Android,Yes,suspicious
1688.16,20,2098,1,0,10.14,Merchant,Groceries,Android,No,safe
3875.94,9,1184,4,0,6.01,BillPay,Jewelry,iOS,No,suspicious
1284.99,4,2931,3,0,4.67,P2P,Travel,Android,Yes,suspicious
39859.16,21,790,2,0,2.13,P2P,Fuel,Android,No,suspicious
8652.5,16,388,3,0,0.75,P2P,Jewelry,iOS,No,suspicious
2544.65,1,788,5,0,1.97,P2P,Groceries,iOS,No,suspicious
252.21,23,1860,1,0,3.05,Merchant,Travel,Android,No,safe
698.26,17,2498,0,0,6.41,Merchant,Fuel,iOS,No,safe
647.19,12,2849,4,0,3.49,Merchant,Groceries,Android,Yes,suspicious
1352.57,0,4876,2,0,2.57,P2P,Travel,Android,Yes,suspicious
508.9,4,371,1,0,1.34,P2P,Travel,iOS,No,suspicious
2911.58,1,2075,5,0,2.36,Merchant,Fuel,Android,No,suspicious
480.22,16,3685,3,1,1.37,P2P,Travel,Android,No,suspicious
2928.07,6,3098,5,0,0.04,Merchant,Jewelry,iOS,No,suspicious
1292.11,18,3342,1,0,5.08,P2P,Jewelry,Android,No,suspicious
2642.57,5,632,6,0,1.26,P2P,Groceries,Android,No,suspicious
302.67,23,2516,4,0,6.71,BillPay,Groceries,Android,Yes,suspicious
4860.76,3,703,7,0,2.93,P2P,Fuel,Android,No,fraud
1111.97,12,2273,2,2,8.64,Merchant,Jewelry,Android,Yes,fraud
2262.07,21,2988,4,0,4.25,Merchant,Travel,Android,Yes,suspicious
2567.28,7,3229,4,0,1.43,P2P,Groceries,iOS,Yes,suspicious
498.92,4,4691,4,0,5.84,P2P,Travel,iOS,Yes,suspicious
258.22,3,3666,2,1,4.02,Merchant,Electronics,Android,No,fraud
6213.66,20,2681,5,0,6.69,P2P,Jewelry,iOS,No,fraud
3401.25,22,1784,2,0,14.97,P2P,Groceries,iOS,No,suspicious
1443.5,3,3160,3,0,6.02,P2P,Travel,iOS,No,suspicious
1575.56,6,3678,1,0,5.83,P2P,Travel,iOS,No,safe
1662.99,16,4104,2,0,3.44,P2P,Travel,Android,No,suspicious
180.27,6,4765,1,0,1.68,P2P,Travel,iOS,No,safe
1137.77,19,2350,5,1,10.41,P2P,Jewelry,Android,No,fraud
3243.75,16,2582,3,1,1.33,BillPay,Travel,Android,No,fraud
6696.55,8,1104,4,1,3.04,P2P,Travel,Android,No,fraud
1141.34,0,3746,2,0,3.76,P2P,Fuel,Android,No,suspicious
22971.55,8,2900,5,0,0.56,Merchant,Electronics,Android,No,fraud
886.27,4,4733,0,1,1.93,Merchant,Electronics,Android,No,fraud
269.89,19,1060,3,0,3.14,P2P,Electronics,Android,No,suspicious
1967.73,19,3651,8,0,3.42,Merchant,Jewelry,iOS,Yes,fraud
396.92,8,2076,4,0,1.34,P2P,Electronics,Android,Yes,suspicious
459.9,20,4270,4,1,12.65,Merchant,Travel,iOS,No,suspicious
5853.97,8,4255,1,0,6.27,P2P,Electronics,Android,No,suspicious
6572.46,11,4621,2,0,7.75,Merchant,Jewelry,Android,No,suspicious
723.88,23,4483,4,0,1.76,P2P,Fuel,Android,Yes,suspicious
995.32,15,3922,7,1,2.97,P2P,Groceries,Android,Yes,fraud
5038.85,0,4008,5,0,15.59,P2P,Fuel,Android,No,suspicious
721.55,22,3391,0,3,0.5,P2P,Travel,Android,No,fraud
1242.89,19,3283,7,0,0.72,P2P,Jewelry,iOS,No,fraud
1002.81,15,2911,1,0,1.31,Merchant,Electronics,Android,No,suspicious
2455.43,10,4637,0,2,0.91,P2P,Groceries,Android,No,fraud
2252.18,0,655,2,0,4.58,BillPay,Jewelry,Unknown,No,fraud
1243.09,16,3907,0,2,6.12,Merchant,Fuel,iOS,No,fraud
778.69,8,623,4,0,3.57,Merchant,Jewelry,iOS,No,suspicious
835.88,20,559,6,1,1.94,Merchant,Electronics,Android,No,fraud
4874.66,4,329,2,1,6.78,P2P,Groceries,Android,No,fraud
2839.79,15,2989,0,0,0.05,P2P,Groceries,Android,No,safe
1298.46,4,202,2,0,1.1,P2P,Electronics,Android,Yes,fraud
3706.67,12,920,3,0,3.5,BillPay,Groceries,Android,No,suspicious
118.53,9,3829,6,0,1.24,BillPay,Groceries,iOS,No,suspicious
2734.22,10,441,2,0,3.78,Merchant,Groceries,Android,Yes,suspicious
6088.0,5,4636,1,0,1.74,P2P,Electronics,iOS,No,suspicious
4870.06,2,4927,4,0,2.24,Merchant,Fuel,iOS,Yes,fraud
579.84,18,982,2,0,3.45,P2P,Travel,Android,No,safe
431.52,2,3823,5,1,8.75,P2P,Groceries,Android,No,fraud
7573.18,0,2040,4,1,3.35,Merchant,Jewelry,Android,Yes,fraud
2013.62,5,4132,2,0,2.97,P2P,Groceries,Android,No,suspicious
6346.37,10,1609,4,0,1.07,P2P,Fuel,Android,No,suspicious
337.16,18,2595,5,2,4.72,BillPay,Travel,Android,Yes,fraud
606.97,15,1501,5,2,0.1,P2P,Groceries,Android,No,fraud
514.4,10,3820,3,0,1.17,P2P,Fuel,iOS,Yes,suspicious
2701.83,13,4995,1,0,14.5,Merchant,Jewelry,iOS,No,suspicious
12890.17,19,1401,4,1,0.52,BillPay,Electronics,Android,No,fraud
778.74,4,3719,4,0,0.3,Merchant,Fuel,iOS,No,suspicious
1486.14,23,3411,4,0,10.4,Merchant,Fuel,iOS,Yes,suspicious
907.68,12,4202,2,1,3.28,P2P,Jewelry,Android,No,fraud
1083.74,12,228,2,0,1.04,Merchant,Groceries,Unknown,No,suspicious
798.03,6,813,0,0,6.44,BillPay,Groceries,Android,No,safe
3724.48,9,4685,4,1,3.13,Merchant,Travel,Android,No,fraud
1465.56,8,3358,0,0,0.98,P2P,Electronics,Android,No,suspicious
561.58,13,1921,3,0,2.84,BillPay,Groceries,Android,No,safe
3929.13,18,3249,3,0,6.74,Merchant,Travel,Android,Yes,suspicious
2365.47,21,2947,3,3,1.19,P2P,Fuel,Android,Yes,fraud
5239.91,16,2629,3,0,2.66,P2P,Fuel,Android,Yes,suspicious
5597.08,15,876,1,0,5.02,P2P,Jewelry,iOS,No,suspicious
652.35,7,132,3,0,1.3,P2P,Travel,Android,Yes,suspicious
1508.59,17,2800,4,0,1.36,BillPay,Groceries,iOS,No,suspicious
262.27,23,4965,2,2,1.52,P2P,Jewelry,Android,No,fraud
5332.46,13,2179,5,0,0.15,P2P,Travel,iOS,No,suspicious
8138.32,8,436,5,0,0.07,Merchant,Jewelry,Android,No,fraud
5023.38,18,2506,5,0,0.56,Merchant,Fuel,iOS,No,suspicious
2412.51,23,1547,4,0,2.8,Merchant,Electronics,Android,No,suspicious
2353.44,18,3741,5,1,0.94,Merchant,Groceries,Android,No,fraud
1048.58,14,1252,3,1,15.81,P2P,Groceries,Android,No,suspicious
1405.69,5,268,1,1,2.66,P2P,Groceries,Android,No,suspicious
3083.01,0,603,8,0,4.56,P2P,Jewelry,Android,No,fraud
2346.68,10,2139,5,1,1.63,P2P,Jewelry,iOS,No,fraud
887.57,6,2474,2,1,0.82,Merchant,Electronics,iOS,No,fraud
13060.44,19,508,5,0,4.13,P2P,Travel,iOS,No,suspicious
304.64,15,2600,3,0,0.53,P2P,Travel,iOS,Yes,suspicious
1128.38,13,665,5,0,4.54,Merchant,Travel,Android,No,suspicious
13066.12,4,107,2,0,4.69,Merchant,Travel,iOS,No,suspicious
824.69,22,4664,5,1,5.41,P2P,Jewelry,Android,No,fraud
2975.3,3,3208,2,1,1.7,P2P,Travel,iOS,No,fraud
2708.22,2,4265,3,0,6.46,P2P,Jewelry,iOS,Yes,fraud
1421.72,4,1291,5,0,16.39,P2P,Fuel,iOS,Yes,fraud
1459.99,20,2888,3,1,2.66,Merchant,Jewelry,Android,Yes,fraud
385.48,7,861,3,1,0.68,P2P,Jewelry,Android,No,fraud
3227.93,14,3233,1,0,2.47,P2P,Travel,iOS,No,suspicious
1659.06,0,349,1,0,1.84,Merchant,Groceries,Android,Yes,suspicious
400.43,0,3742,3,0,2.68,Merchant,Fuel,Android,No,suspicious
1384.21,14,2977,2,0,0.66,P2P,Fuel,Android,Yes,suspicious
1000.7,22,3225,5,1,5.43,P2P,Groceries,iOS,No,fraud
2115.82,13,638,2,0,4.21,P2P,Jewelry,Android,No,suspicious
2088.29,14,3508,2,0,7.26,P2P,Fuel,iOS,No,suspicious
3499.64,15,584,2,2,2.95,Merchant,Groceries,Android,Yes,fraud
3040.38,2,2506,3,1,1.65,P2P,Jewelry,Android,No,fraud
2661.12,15,4567,4,0,2.88,P2P,Travel,Android,No,suspicious
559.37,3,4243,2,1,1.83,P2P,Fuel,Android,No,suspicious
1289.74,11,3728,1,2,12.99,P2P,Travel,iOS,Yes,fraud
452.72,1,1398,1,0,0.16,Merchant,Travel,iOS,No,suspicious
1989.19,5,2293,1,0,13.2,P2P,Groceries,iOS,Yes,suspicious
1438.16,15,3632,2,0,2.85,P2P,Fuel,Android,No,suspicious
1033.77,10,3404,3,1,0.63,P2P,Groceries,iOS,No,suspicious
1420.08,0,4861,3,0,5.81,P2P,Travel,Unknown,Yes,fraud
1585.72,15,2541,4,1,3.18,P2P,Electronics,Unknown,No,fraud
943.95,12,491,3,0,4.72,P2P,Fuel,Android,No,suspicious
648.77,4,2120,2,0,8.41,Merchant,Travel,Android,No,suspicious
2412.24,13,4824,3,1,1.16,P2P,Fuel,iOS,Yes,fraud
2153.83,22,837,2,2,4.63,Merchant,Electronics,Android,No,fraud
2483.6,22,2535,2,2,1.92,Merchant,Jewelry,Android,Yes,fraud
4449.66,0,1539,2,1,1.05,Merchant,Jewelry,Android,No,fraud
3078.56,15,2648,0,0,0.27,P2P,Groceries,iOS,No,safe
1444.78,7,3262,0,1,3.76,Merchant,Jewelry,Android,No,suspicious
1957.81,22,4763,2,0,1.45,Merchant,Jewelry,Android,No,suspicious
3707.01,14,2374,2,0,0.94,Merchant,Travel,Android,Yes,suspicious
3037.79,15,223,5,1,1.95,P2P,Groceries,Unknown,Yes,fraud
8392.27,5,1513,0,0,6.14,P2P,Travel,Android,No,suspicious
568.02,3,4041,1,0,5.77,BillPay,Groceries,Android,No,suspicious
1123.68,11,3066,2,2,2.71,Merchant,Fuel,Android,No,fraud
2018.29,20,3330,3,0,0.42,P2P,Groceries,iOS,No,suspicious
10787.96,6,3294,5,0,4.09,P2P,Travel,Android,No,suspicious
14173.38,19,4028,5,0,2.67,P2P,Electronics,Android,Yes,fraud
2892.18,22,2902,3,0,3.18,BillPay,Fuel,iOS,No,suspicious
1118.28,20,4213,2,0,15.57,P2P,Jewelry,Android,No,suspicious
1091.82,15,4627,3,0,4.6,P2P,Travel,iOS,No,suspicious
1620.86,9,1371,4,0,6.7,Merchant,Groceries,iOS,No,suspicious
729.02,5,4072,2,0,3.53,BillPay,Electronics,Android,No,suspicious
3108.66,1,2764,3,0,4.08,P2P,Groceries,Android,No,suspicious
984.65,14,3117,3,0,5.04,Merchant,Groceries,iOS,Yes,suspicious
1466.14,16,210,2,1,2.4,Merchant,Fuel,Android,No,suspicious
2053.9,13,1150,5,0,2.42,Merchant,Jewelry,Android,No,suspicious
4240.61,6,8,6,1,10.16,Merchant,Fuel,iOS,No,fraud
1666.42,23,3728,1,0,0.99,P2P,Groceries,Android,No,safe
4957.73,22,3064,4,0,0.21,P2P,Groceries,iOS,No,suspicious
4647.85,16,2018,4,1,6.46,P2P,Fuel,iOS,No,fraud
1519.33,3,3142,1,1,0.46,P2P,Jewelry,iOS,No,fraud
1291.37,2,3260,0,1,11.47,P2P,Jewelry,Android,No,fraud
3401.16,18,2797,1,0,6.24,P2P,Fuel,Android,Yes,suspicious
1881.62,19,4543,5,0,1.7,Merchant,Travel,Android,No,suspicious
1195.68,0,298,4,0,3.71,Merchant,Fuel,Android,No,suspicious
4341.78,6,3690,5,0,4.03,P2P,Groceries,iOS,No,suspicious
2090.08,7,818,4,0,8.69,P2P,Groceries,iOS,No,suspicious
3427.81,7,4310,2,0,4.26,BillPay,Travel,Android,No,suspicious
786.58,17,819,0,0,5.95,Merchant,Groceries,Android,No,safe
1039.36,10,3372,3,1,6.3,P2P,Travel,Android,No,suspicious
464.49,3,2470,3,0,15.33,P2P,Jewelry,Android,Yes,fraud
668.43,6,1518,4,0,0.81,BillPay,Electronics,Android,Yes,suspicious
4721.82,1,3624,3,0,0.27,P2P,Jewelry,Android,No,fraud
13694.8,1,3344,0,1,1.01,P2P,Jewelry,Android,Yes,fraud
5386.8,4,1629,3,1,2.11,P2P,Fuel,Android,No,fraud
4283.4,3,3158,3,0,0.16,Merchant,Electronics,iOS,No,fraud
2842.1,20,4219,4,0,6.0,Merchant,Electronics,Android,No,suspicious
13986.18,2,3883,5,0,2.7,Merchant,Electronics,Unknown,No,fraud
1605.98,13,4275,2,0,6.8,Merchant,Fuel,Android,Yes,suspicious
9495.95,2,1911,7,1,0.62,BillPay,Fuel,Android,No,fraud
2814.56,11,893,5,0,0.45,Merchant,Jewelry,Android,No,suspicious
572.24,7,4270,2,0,3.75,Merchant,Jewelry,Android,No,suspicious
2289.63,9,4517,1,0,2.0,P2P,Travel,Android,Yes,suspicious
268.53,13,1905,3,0,5.47,P2P,Jewelry,iOS,Yes,suspicious
1362.54,20,1467,5,1,0.11,Merchant,Jewelry,iOS,No,fraud
2390.25,8,3546,1,0,1.42,Merchant,Travel,Android,Yes,suspicious
1197.42,12,1311,3,1,13.2,P2P,Groceries,Android,No,suspicious
14614.99,10,644,3,0,6.23,BillPay,Fuel,Android,No,suspicious
4948.18,13,1575,6,1,1.02,Merchant,Jewelry,Android,No,fraud
1396.67,22,4506,4,0,0.91,P2P,Travel,iOS,Yes,suspicious
4429.2,22,2389,3,0,5.7,P2P,Electronics,iOS,No,suspicious
1005.63,16,3563,2,0,2.17,P2P,Travel,Android,Yes,suspicious
4151.73,10,1486,4,1,2.07,P2P,Travel,Android,Yes,fraud
555.66,6,3493,0,0,0.33,Merchant,Fuel,Android,No,safe
1340.69,12,739,6,0,1.51,P2P,Jewelry,Android,No,suspicious
2225.22,6,2188,4,0,2.46,P2P,Groceries,Android,No,suspicious
930.53,4,1660,2,1,0.94,P2P,Groceries,Android,No,fraud
798.85,9,2569,5,0,0.19,P2P,Travel,Android,Yes,suspicious
556.83,4,3594,5,1,0.32,P2P,Electronics,iOS,No,fraud
3929.11,4,205,1,0,0.67,P2P,Electronics,Android,No,suspicious
1212.55,12,3848,4,2,0.47,Merchant,Groceries,iOS,Yes,fraud
24838.97,16,1051,3,0,8.55,P2P,Travel,Android,No,suspicious
290.27,17,3007,3,1,2.97,P2P,Electronics,Android,No,fraud
6861.11,11,1417,5,0,2.47,Merchant,Electronics,iOS,No,fraud
591.89,10,2580,3,0,8.07,BillPay,Jewelry,Unknown,Yes,fraud
2307.81,23,4491,2,0,0.64,Merchant,Jewelry,Android,No,suspicious
3200.02,7,1867,1,0,7.1,BillPay,Electronics,Android,Yes,suspicious
505.79,7,2693,3,1,7.37,P2P,Fuel,Android,Yes,fraud
900.57,3,412,3,0,2.58,Merchant,Travel,iOS,No,suspicious
2643.71,9,3880,5,1,3.86,P2P,Electronics,Android,No,fraud
1740.42,1,225,7,1,6.8,BillPay,Fuel,Android,No,fraud
598.65,1,3086,5,0,0.57,Merchant,Travel,Android,Yes,fraud
2452.79,3,1022,3,0,6.97,Merchant,Travel,Unknown,No,fraud
1405.59,10,2507,5,0,2.5,Merchant,Fuel,Android,No,suspicious
578.13,18,4612,3,0,5.52,P2P,Travel,Android,Yes,suspicious
935.27,8,2786,3,1,3.7,Merchant,Electronics,iOS,No,fraud
99.29,11,24,2,0,2.16,P2P,Travel,Android,Yes,suspicious
3338.46,11,3311,6,0,15.04,Merchant,Jewelry,Android,No,fraud
276.06,1,1059,3,1,1.88,Merchant,Fuel,Android,No,suspicious
714.66,9,4026,0,1,12.98,Merchant,Travel,iOS,No,suspicious
605.26,19,4975,1,0,2.59,Merchant,Fuel,Android,No,safe
3948.37,20,3049,3,0,2.22,P2P,Fuel,Android,No,suspicious
1779.12,18,1767,4,2,1.91,Merchant,Travel,Android,No,fraud
446.6,22,266,3,1,3.57,Merchant,Electronics,iOS,No,fraud
506.83,12,1879,5,0,1.04,P2P,Groceries,iOS,No,suspicious
957.92,18,2525,4,2,5.83,BillPay,Jewelry,Android,No,fraud
1583.7,10,1977,1,1,1.87,P2P,Fuel,iOS,No,suspicious
2461.81,1,1301,3,0,0.21,P2P,Jewelry,Android,No,fraud
575.47,20,3920,2,0,3.03,BillPay,Jewelry,Android,No,suspicious
1709.28,7,4287,4,0,3.3,Merchant,Jewelry,iOS,No,suspicious
1972.6,0,178,5,1,7.05,P2P,Jewelry,Android,No,fraud
1262.64,16,3502,5,0,6.25,P2P,Jewelry,iOS,No,suspicious
15234.23,1,2608,3,0,0.75,P2P,Groceries,Android,Yes,fraud
3776.24,5,2982,5,0,5.87,P2P,Electronics,Android,No,fraud
249.63,6,1740,2,0,3.86,Merchant,Travel,iOS,No,safe
2538.94,12,3855,6,0,2.33,P2P,Electronics,Android,No,fraud
2685.99,0,3751,2,3,9.34,P2P,Fuel,iOS,No,fraud
1393.91,9,1383,6,0,0.05,P2P,Jewelry,iOS,Yes,fraud
2321.11,5,687,6,0,4.65,P2P,Electronics,Android,Yes,fraud
999.33,15,4409,5,1,22.21,P2P,Fuel,Android,No,fraud
1889.99,6,3554,6,1,26.67,Merchant,Travel,Android,Yes,fraud
2281.8,13,4608,1,0,0.43,P2P,Groceries,Android,Yes,suspicious
595.5,23,2410,4,1,6.55,Merchant,Travel,Android,Yes,fraud
5053.26,5,2621,2,1,1.9,Merchant,Electronics,Android,No,fraud
10210.55,15,3107,1,1,4.6,P2P,Jewelry,Android,No,fraud
4117.68,4,4636,3,0,2.62,Merchant,Groceries,Android,No,suspicious
3051.56,23,723,2,1,3.82,Merchant,Jewelry,iOS,Yes,fraud
1106.52,20,2932,2,0,5.91,P2P,Fuel,Android,No,safe
458.56,4,2934,4,0,5.6,P2P,Fuel,iOS,Yes,suspicious
3830.38,8,3670,2,0,9.9,Merchant,Fuel,iOS,Yes,suspicious
1170.54,12,3399,4,1,9.87,Merchant,Electronics,Android,No,fraud
968.1,22,1587,2,0,0.36,P2P,Fuel,Android,No,safe
1180.1,11,3660,2,0,2.16,Merchant,Electronics,Android,Yes,suspicious
2711.72,2,2341,6,0,8.05,Merchant,Jewelry,Android,Yes,fraud
37712.56,3,3206,2,0,0.4,Merchant,Electronics,Android,No,fraud
1056.31,14,1174,1,0,4.42,P2P,Electronics,iOS,No,suspicious
1408.87,9,4310,2,0,1.34,P2P,Fuel,Android,No,suspicious
1176.75,11,1056,3,1,3.37,Merchant,Travel,iOS,No,suspicious
1673.15,19,1716,3,1,0.57,BillPay,Groceries,Android,Yes,fraud
1642.04,7,3008,3,0,0.65,P2P,Groceries,iOS,No,suspicious
2265.56,10,3812,2,2,2.44,P2P,Groceries,Android,Yes,fraud
7090.01,10,1570,2,0,1.72,P2P,Electronics,Android,No,suspicious
7239.06,2,2173,3,0,0.99,Merchant,Jewelry,iOS,No,fraud
2939.23,15,2932,0,1,3.73,P2P,Electronics,Unknown,No,fraud
646.18,22,1151,0,0,4.26,Merchant,Groceries,Android,No,safe
2430.65,22,4400,2,1,11.41,BillPay,Travel,iOS,No,suspicious
8203.19,22,2838,4,1,0.37,P2P,Jewelry,Android,Yes,fraud
1044.67,17,865,1,1,0.49,P2P,Fuel,Android,No,suspicious
1596.98,3,242,3,0,7.19,Merchant,Electronics,Android,No,suspicious
362.66,15,778,1,2,3.99,P2P,Fuel,Android,No,fraud
19059.1,3,777,2,0,3.31,P2P,Electronics,iOS,Yes,fraud
1321.53,5,3729,7,0,5.27,P2P,Jewelry,Android,No,fraud
206.15,16,3673,4,0,2.73,Merchant,Groceries,Android,No,safe
3386.76,9,4758,4,1,8.02,P2P,Electronics,Android,Yes,fraud
3791.89,12,2591,2,0,6.27,BillPay,Groceries,Android,No,suspicious
228.08,14,1536,4,0,7.49,Merchant,Fuel,Android,Yes,suspicious
5482.03,13,2766,4,1,8.43,P2P,Fuel,Unknown,No,fraud
207.5,3,3482,1,0,1.18,P2P,Groceries,Android,No,safe
4624.45,17,3713,5,0,5.47,P2P,Groceries,Android,No,suspicious
510.47,17,11,1,0,4.06,P2P,Travel,Android,No,suspicious
767.55,8,4473,5,0,1.94,P2P,Travel,iOS,Yes,suspicious
175.83,23,2141,2,0,14.63,BillPay,Travel,Android,No,safe
529.93,16,795,2,1,3.34,Merchant,Electronics,Android,No,fraud
481.6,5,3230,0,0,10.57,P2P,Electronics,Android,Yes,suspicious
1659.23,19,1799,2,0,0.66,P2P,Groceries,Android,No,suspicious
2346.42,14,928,3,0,0.77,Merchant,Groceries,Android,No,suspicious
2552.36,17,2144,2,2,0.09,P2P,Fuel,Android,No,fraud
1120.17,2,665,5,1,5.08,Merchant,Fuel,Android,No,fraud
915.51,20,486,2,0,4.47,Merchant,Groceries,Android,No,safe
599.27,10,1334,1,0,3.55,Merchant,Jewelry,Android,Yes,suspicious
1148.62,4,2379,2,2,8.53,P2P,Electronics,iOS,Yes,fraud
823.26,12,2169,2,0,17.97,BillPay,Jewelry,Android,No,suspicious
5734.97,1,4132,6,0,19.27,P2P,Groceries,Android,No,fraud
10447.23,20,2368,2,0,2.64,Merchant,Electronics,Android,No,suspicious
8702.34,10,3275,4,1,3.88,P2P,Fuel,iOS,Yes,fraud
823.27,11,1846,2,0,6.16,P2P,Travel,iOS,No,safe
1535.91,15,363,1,0,1.8,P2P,Electronics,Android,No,suspicious
3670.33,5,1453,2,1,4.72,P2P,Travel,Android,No,suspicious
1089.01,7,4121,2,0,10.75,P2P,Groceries,Android,No,safe
917.71,18,2602,3,1,4.75,P2P,Groceries,Android,No,suspicious
3672.29,3,1880,3,2,3.99,Merchant,Travel,iOS,No,fraud
